"chr","start","end","strand","feature","ensembl.id","gene.name","biotype","source"
"chr1",16043735,16057308,"+","gene","ENSG00000184908.17","CLCNKB","protein_coding","HAVANA"
"chr1",16057768,16073632,"-","gene","ENSG00000185519.8","FAM131C","protein_coding","HAVANA"
"chr1",16124336,16156087,"-","gene","ENSG00000142627.12","EPHA2","protein_coding","HAVANA"
"chr1",16198216,16212609,"-","gene","ENSG00000142632.16","ARHGEF19","protein_coding","HAVANA"
"chr1",16231699,16237162,"-","gene","ENSG00000132881.11","RSG1","protein_coding","HAVANA"
"chr1",16246838,16352454,"-","gene","ENSG00000037637.10","FBXO42","protein_coding","HAVANA"
"chr1",16352574,16398145,"+","gene","ENSG00000055070.16","SZRD1","protein_coding","HAVANA"
"chr1",16387125,16437424,"-","gene","ENSG00000187144.11","SPATA21","protein_coding","HAVANA"
"chr1",16440671,16460078,"+","gene","ENSG00000157191.19","NECAP2","protein_coding","HAVANA"
"chr1",16460947,16463287,"+","gene","ENSG00000226029.1","LINC01772","lincRNA","HAVANA"
"chr1",16514644,16515754,"+","gene","ENSG00000261135.1","RP4-798A10.7","lincRNA","HAVANA"
"chr1",16520693,16521796,"+","gene","ENSG00000224174.2","RP4-798A10.4","lincRNA","HAVANA"
"chr1",16533885,16536172,"-","gene","ENSG00000233421.4","LINC01783","lincRNA","HAVANA"
"chr1",16539065,16539575,"+","gene","ENSG00000268991.2","FAM231B","protein_coding","ENSEMBL"
"chr1",16562318,16613562,"-","gene","ENSG00000219481.10","NBPF1","protein_coding","HAVANA"
"chr1",16617390,16617729,"+","gene","ENSG00000271732.1","RP5-1182A14.5","lincRNA","HAVANA"
"chr1",16656954,16667524,"+","gene","ENSG00000282143.1","RP1-163M9.8","lincRNA","HAVANA"
"chr1",16673002,16673512,"+","gene","ENSG00000237847.2","FAM231A","protein_coding","ENSEMBL"
"chr1",16701545,16705594,"+","gene","ENSG00000279151.1","RP1-163M9.7","lincRNA","HAVANA"
"chr1",16733951,16734461,"-","gene","ENSG00000279132.2","FAM231C","protein_coding","ENSEMBL"
"chr1",16739937,16750513,"-","gene","ENSG00000282740.1","RP5-1182A14.7","lincRNA","HAVANA"
"chr1",16921949,16972979,"+","gene","ENSG00000058453.16","CROCC","protein_coding","HAVANA"
"chr1",16851256,16853129,"-","gene","ENSG00000223643.6","RP11-108M9.1","lincRNA","HAVANA"
"chr1",16855406,16859284,"+","gene","ENSG00000230239.1","RP11-108M9.2","lincRNA","HAVANA"
"chr1",16870944,16874092,"+","gene","ENSG00000228549.3","RP11-108M9.3","lincRNA","HAVANA"
"chr1",16888537,16889649,"-","gene","ENSG00000238142.1","RP11-108M9.4","lincRNA","HAVANA"
"chr1",16904338,16904776,"-","gene","ENSG00000272426.1","RP11-108M9.6","lincRNA","HAVANA"
"chr1",16974501,16980835,"-","gene","ENSG00000117122.13","MFAP2","protein_coding","HAVANA"
"chr1",16985957,17011928,"-","gene","ENSG00000159363.17","ATP13A2","protein_coding","HAVANA"
"chr1",17018721,17054170,"-","gene","ENSG00000117118.9","SDHB","protein_coding","HAVANA"
"chr1",17066760,17119435,"-","gene","ENSG00000117115.12","PADI2","protein_coding","HAVANA"
"chr1",17189782,17197617,"+","gene","ENSG00000204362.6","RP11-380J14.1","lincRNA","HAVANA"
"chr1",17193231,17201733,"-","gene","ENSG00000282843.1","RP11-380J14.4","lincRNA","HAVANA"
"chr1",17205125,17246005,"+","gene","ENSG00000142623.9","PADI1","protein_coding","HAVANA"
"chr1",17249097,17284233,"+","gene","ENSG00000142619.4","PADI3","protein_coding","HAVANA"
"chr1",17308194,17364004,"+","gene","ENSG00000159339.13","PADI4","protein_coding","HAVANA"
"chr1",17372195,17401699,"+","gene","ENSG00000276747.1","PADI6","protein_coding","HAVANA"
"chr1",17407004,17439724,"-","gene","ENSG00000179051.13","RCC2","protein_coding","HAVANA"
"chr1",17539834,17697869,"+","gene","ENSG00000074964.16","ARHGEF10L","protein_coding","HAVANA"
"chr1",17717686,17749978,"+","gene","ENSG00000236648.1","RP11-473A10.2","lincRNA","HAVANA"
"chr1",17755312,17827063,"+","gene","ENSG00000117148.7","ACTL8","protein_coding","HAVANA"
"chr1",18065656,18074412,"+","gene","ENSG00000261781.1","LINC01654","lincRNA","HAVANA"
"chr1",18107745,18378482,"+","gene","ENSG00000117154.11","IGSF21","protein_coding","HAVANA"
"chr1",18385828,18388514,"+","gene","ENSG00000225387.1","RP11-422P22.1","lincRNA","HAVANA"
"chr1",18480981,18486126,"+","gene","ENSG00000179023.8","KLHDC7A","protein_coding","HAVANA"
"chr1",18631005,18748866,"+","gene","ENSG00000009709.11","PAX7","protein_coding","HAVANA"
"chr1",18839598,18859682,"-","gene","ENSG00000179002.5","TAS1R2","protein_coding","HAVANA"
"chr1",18871429,18902781,"-","gene","ENSG00000159423.16","ALDH4A1","protein_coding","HAVANA"
"chr1",18904280,18956686,"-","gene","ENSG00000169991.10","IFFO2","protein_coding","HAVANA"
"chr1",19076739,19210276,"-","gene","ENSG00000127481.14","UBR4","protein_coding","HAVANA"
"chr1",19215663,19251538,"-","gene","ENSG00000127463.13","EMC1","protein_coding","HAVANA"
"chr1",19251552,19260128,"+","gene","ENSG00000053372.4","MRTO4","protein_coding","HAVANA"
"chr1",19282557,19289250,"-","gene","ENSG00000162482.4","AKR7A3","protein_coding","HAVANA"
"chr1",19303964,19312146,"-","gene","ENSG00000053371.12","AKR7A2","protein_coding","HAVANA"
"chr1",19312325,19329300,"+","gene","ENSG00000040487.12","PQLC2","protein_coding","HAVANA"
"chr1",19338775,19485539,"-","gene","ENSG00000077549.17","CAPZB","protein_coding","HAVANA"
"chr1",19596976,19629821,"+","gene","ENSG00000173436.13","MINOS1","protein_coding","HAVANA"
"chr1",19640553,19658456,"+","gene","ENSG00000158747.13","NBL1","protein_coding","HAVANA"
"chr1",19665286,19679562,"+","gene","ENSG00000158748.3","HTR6","protein_coding","HAVANA"
"chr1",19682212,19799945,"-","gene","ENSG00000162542.13","TMCO4","protein_coding","HAVANA"
"chr1",19814028,19815278,"-","gene","ENSG00000178828.6","RNF186","protein_coding","HAVANA"
"chr1",19882512,19912945,"+","gene","ENSG00000169914.5","OTUD3","protein_coding","HAVANA"
"chr1",19920008,19923617,"-","gene","ENSG00000188784.4","PLA2G2E","protein_coding","HAVANA"
"chr1",19975430,19980416,"-","gene","ENSG00000188257.10","PLA2G2A","protein_coding","HAVANA"
"chr1",20028178,20091190,"+","gene","ENSG00000127472.10","PLA2G5","protein_coding","HAVANA"
"chr1",20111938,20119566,"-","gene","ENSG00000117215.14","PLA2G2D","protein_coding","HAVANA"
"chr1",20139325,20150386,"+","gene","ENSG00000158786.4","PLA2G2F","protein_coding","HAVANA"
"chr1",20154337,20160568,"+","gene","ENSG00000227066.1","RP3-340N1.2","lincRNA","HAVANA"
"chr1",20161252,20177424,"-","gene","ENSG00000187980.6","PLA2G2C","protein_coding","HAVANA"
"chr1",20186084,20196048,"+","gene","ENSG00000162543.5","UBXN10","protein_coding","HAVANA"
"chr1",20243094,20244655,"+","gene","ENSG00000228105.1","LINC01757","lincRNA","HAVANA"
"chr1",20290918,20354894,"+","gene","ENSG00000158816.15","VWA5B1","protein_coding","HAVANA"
"chr1",20360578,20431234,"-","gene","ENSG00000236963.6","LINC01141","lincRNA","HAVANA"
"chr1",20412303,20413253,"-","gene","ENSG00000226487.1","RP4-749H3.2","lincRNA","HAVANA"
"chr1",20482390,20486220,"-","gene","ENSG00000162545.5","CAMK2N1","protein_coding","HAVANA"
"chr1",20499447,20508161,"-","gene","ENSG00000090432.6","MUL1","protein_coding","HAVANA"
"chr1",20552438,20555010,"+","gene","ENSG00000183114.7","FAM43B","protein_coding","HAVANA"
"chr1",20588947,20618908,"+","gene","ENSG00000158825.5","CDA","protein_coding","HAVANA"
"chr1",20633454,20645723,"+","gene","ENSG00000158828.7","PINK1","protein_coding","HAVANA"
"chr1",20652193,20661544,"-","gene","ENSG00000244038.9","DDOST","protein_coding","HAVANA"
"chr1",20664013,20718017,"-","gene","ENSG00000117245.12","KIF17","protein_coding","HAVANA"
"chr1",20719731,20732837,"-","gene","ENSG00000189410.11","SH2D5","protein_coding","HAVANA"
"chr1",20742660,20787323,"-","gene","ENSG00000127483.17","HP1BP3","protein_coding","HAVANA"
"chr1",20806291,21176888,"-","gene","ENSG00000075151.20","EIF4G3","protein_coding","HAVANA"
"chr1",21217246,21345504,"-","gene","ENSG00000117298.14","ECE1","protein_coding","HAVANA"
"chr1",21415897,21417492,"+","gene","ENSG00000236009.1","RP11-293F5.1","lincRNA","HAVANA"
"chr1",21440127,21485005,"+","gene","ENSG00000142794.18","NBPF3","protein_coding","HAVANA"
"chr1",21509371,21578412,"+","gene","ENSG00000162551.13","ALPL","protein_coding","HAVANA"
"chr1",21596214,21669363,"-","gene","ENSG00000076864.19","RAP1GAP","protein_coding","HAVANA"
"chr1",21678297,21783606,"-","gene","ENSG00000090686.15","USP48","protein_coding","HAVANA"
"chr1",21812264,21825221,"+","gene","ENSG00000187942.11","LDLRAD2","protein_coding","HAVANA"
"chr1",21827862,21937297,"-","gene","ENSG00000142798.17","HSPG2","protein_coding","HAVANA"
"chr1",21977020,21998642,"+","gene","ENSG00000219073.7","CELA3B","protein_coding","HAVANA"
"chr1",22001655,22012539,"+","gene","ENSG00000142789.19","CELA3A","protein_coding","HAVANA"
"chr1",22023989,22025483,"-","gene","ENSG00000228397.2","LINC01635","lincRNA","HAVANA"
"chr1",22024530,22031225,"+","gene","ENSG00000218510.6","LINC00339","lincRNA","HAVANA"
"chr1",22052626,22092946,"+","gene","ENSG00000070831.15","CDC42","protein_coding","HAVANA"
"chr1",22100612,22101360,"+","gene","ENSG00000271840.1","RP1-224A6.9","lincRNA","HAVANA"
"chr1",22117304,22143969,"-","gene","ENSG00000162552.14","WNT4","protein_coding","HAVANA"
"chr1",22451850,22531157,"+","gene","ENSG00000184677.16","ZBTB40","protein_coding","HAVANA"
"chr1",22563563,22603594,"+","gene","ENSG00000070886.11","EPHA8","protein_coding","HAVANA"
"chr1",22636505,22639608,"+","gene","ENSG00000173372.16","C1QA","protein_coding","HAVANA"
"chr1",22643629,22648110,"+","gene","ENSG00000159189.11","C1QC","protein_coding","HAVANA"
"chr1",22652761,22661538,"+","gene","ENSG00000173369.15","C1QB","protein_coding","HAVANA"
"chr1",22710838,22921500,"+","gene","ENSG00000133216.16","EPHB2","protein_coding","HAVANA"
"chr1",22953042,22965338,"-","gene","ENSG00000215906.8","LACTBL1","protein_coding","HAVANA"
"chr1",23010833,23015850,"-","gene","ENSG00000227868.5","C1orf234","protein_coding","HAVANA"
"chr1",23019447,23083689,"+","gene","ENSG00000004487.15","KDM1A","protein_coding","HAVANA"
"chr1",23084022,23177808,"-","gene","ENSG00000169641.13","LUZP1","protein_coding","HAVANA"
"chr1",23191894,23194729,"-","gene","ENSG00000179546.4","HTR1D","protein_coding","HAVANA"
"chr1",23281308,23286752,"-","gene","ENSG00000261326.2","LINC01355","lincRNA","HAVANA"
"chr1",23303770,23344336,"-","gene","ENSG00000125944.18","HNRNPR","protein_coding","HAVANA"
"chr1",23359447,23368386,"-","gene","ENSG00000125945.14","ZNF436","protein_coding","HAVANA"
"chr1",23378379,23379029,"-","gene","ENSG00000271420.1","RP5-1057J7.7","lincRNA","HAVANA"
"chr1",23381060,23424740,"-","gene","ENSG00000204219.9","TCEA3","protein_coding","HAVANA"
"chr1",23428562,23484568,"-","gene","ENSG00000088280.18","ASAP3","protein_coding","HAVANA"
"chr1",23506429,23531220,"-","gene","ENSG00000007968.6","E2F2","protein_coding","HAVANA"
"chr1",23549138,23550915,"-","gene","ENSG00000235052.1","RP1-150O5.3","lincRNA","HAVANA"
"chr1",23557917,23559794,"-","gene","ENSG00000117318.8","ID3","protein_coding","HAVANA"
"chr1",23581494,23640568,"+","gene","ENSG00000197880.8","MDS2","protein_coding","HAVANA"
"chr1",23691778,23696425,"+","gene","ENSG00000142676.12","RPL11","protein_coding","HAVANA"
"chr1",23743154,23762059,"+","gene","ENSG00000011007.12","ELOA","protein_coding","HAVANA"
"chr1",23778404,23788232,"+","gene","ENSG00000057757.9","PITHD1","protein_coding","HAVANA"
"chr1",23790969,23795539,"+","gene","ENSG00000011009.10","LYPLA2","protein_coding","HAVANA"
"chr1",23795598,23800804,"-","gene","ENSG00000117308.14","GALE","protein_coding","HAVANA"
"chr1",23801884,23838620,"-","gene","ENSG00000117305.14","HMGCL","protein_coding","HAVANA"
"chr1",23845076,23868294,"-","gene","ENSG00000179163.11","FUCA1","protein_coding","HAVANA"
"chr1",23870525,23913362,"-","gene","ENSG00000188822.7","CNR2","protein_coding","HAVANA"
"chr1",23959108,23963462,"+","gene","ENSG00000189266.11","PNRC2","protein_coding","HAVANA"
"chr1",23964803,23980927,"-","gene","ENSG00000188529.14","SRSF10","protein_coding","HAVANA"
"chr1",24056034,24112175,"-","gene","ENSG00000142661.18","MYOM3","protein_coding","HAVANA"
"chr1",24119770,24143121,"-","gene","ENSG00000142677.3","IL22RA1","protein_coding","HAVANA"
"chr1",24154156,24187959,"-","gene","ENSG00000185436.11","IFNLR1","protein_coding","HAVANA"
"chr1",24200239,24211693,"+","gene","ENSG00000230023.2","RP11-10N16.2","lincRNA","HAVANA"
"chr1",24319321,24364482,"+","gene","ENSG00000158055.15","GRHL3","protein_coding","HAVANA"
"chr1",24356998,24416934,"-","gene","ENSG00000001460.17","STPG1","protein_coding","HAVANA"
"chr1",24419290,24472976,"+","gene","ENSG00000001461.16","NIPAL3","protein_coding","HAVANA"
"chr1",24502350,24541040,"+","gene","ENSG00000117602.11","RCAN3","protein_coding","HAVANA"
"chr1",24551887,24556024,"-","gene","ENSG00000264443.1","RP4-594I10.3","lincRNA","HAVANA"
"chr1",24556110,24609328,"+","gene","ENSG00000184454.6","NCMAP","protein_coding","HAVANA"
"chr1",24631715,24673267,"+","gene","ENSG00000133226.16","SRRM1","protein_coding","HAVANA"
"chr1",24745356,24844324,"+","gene","ENSG00000169504.14","CLIC4","protein_coding","HAVANA"
"chr1",24899510,24965121,"-","gene","ENSG00000020633.18","RUNX3","protein_coding","HAVANA"
"chr1",24968422,24970865,"-","gene","ENSG00000261025.1","RP11-84D1.2","lincRNA","HAVANA"
"chr1",25043706,25113120,"-","gene","ENSG00000233755.1","RP4-799D16.1","lincRNA","HAVANA"
"chr1",25222678,25232502,"-","gene","ENSG00000117614.9","SYF2","protein_coding","HAVANA"
"chr1",25242236,25337916,"-","gene","ENSG00000117616.17","RSRP1","protein_coding","HAVANA"
"chr1",25247836,25248321,"+","gene","ENSG00000272432.1","RP3-465N24.6","lincRNA","HAVANA"
"chr1",25272392,25330445,"+","gene","ENSG00000187010.19","RHD","protein_coding","HAVANA"
"chr1",25338213,25362248,"+","gene","ENSG00000183726.10","TMEM50A","protein_coding","HAVANA"
"chr1",25362361,25430192,"-","gene","ENSG00000188672.17","RHCE","protein_coding","HAVANA"
"chr1",25430857,25500209,"+","gene","ENSG00000204178.9","TMEM57","protein_coding","HAVANA"
"chr1",25543579,25568886,"+","gene","ENSG00000157978.11","LDLRAP1","protein_coding","HAVANA"
"chr1",25581477,25590356,"+","gene","ENSG00000225643.1","RP11-70P17.1","lincRNA","HAVANA"
"chr1",25617467,25786207,"+","gene","ENSG00000117643.14","MAN1C1","protein_coding","HAVANA"
"chr1",25800175,25818222,"+","gene","ENSG00000162430.16","SELENON","protein_coding","HAVANA"
"chr1",25820797,25832942,"+","gene","ENSG00000117640.17","MTFR1L","protein_coding","HAVANA"
"chr1",25834005,25859458,"-","gene","ENSG00000127423.10","AUNIP","protein_coding","HAVANA"
"chr1",25861209,25871253,"-","gene","ENSG00000182749.5","PAQR7","protein_coding","HAVANA"
"chr1",25884180,25906991,"-","gene","ENSG00000117632.22","STMN1","protein_coding","HAVANA"
"chr1",25959766,25998157,"-","gene","ENSG00000158006.13","PAFAH2","protein_coding","HAVANA"
"chr1",26019883,26036464,"+","gene","ENSG00000158008.9","EXTL1","protein_coding","HAVANA"
"chr1",26037251,26046133,"-","gene","ENSG00000158014.14","SLC30A2","protein_coding","HAVANA"
"chr1",26051303,26068436,"-","gene","ENSG00000158022.6","TRIM63","protein_coding","HAVANA"
"chr1",26111164,26125543,"+","gene","ENSG00000175087.9","PDIK1L","protein_coding","HAVANA"
"chr1",26159019,26163962,"+","gene","ENSG00000197245.5","FAM110D","protein_coding","HAVANA"
"chr1",26164160,26168581,"-","gene","ENSG00000282872.1","RP11-96L14.8","protein_coding","HAVANA"
"chr1",26169515,26171821,"-","gene","ENSG00000236782.6","RP11-96L14.7","protein_coding","HAVANA"
"chr1",26170813,26170873,"+","gene","ENSG00000142684.8","ZNF593","protein_coding","HAVANA"
"chr1",26177402,26189886,"+","gene","ENSG00000142675.17","CNKSR1","protein_coding","HAVANA"
"chr1",26190560,26202968,"+","gene","ENSG00000188782.8","CATSPER4","protein_coding","HAVANA"
"chr1",26234152,26279038,"+","gene","ENSG00000130695.14","CEP85","protein_coding","HAVANA"
"chr1",26279175,26281327,"+","gene","ENSG00000142669.14","SH3BGRL3","protein_coding","HAVANA"
"chr1",26281522,26318363,"-","gene","ENSG00000158062.20","UBXN11","protein_coding","HAVANA"
"chr1",26317956,26320523,"+","gene","ENSG00000169442.8","CD52","protein_coding","HAVANA"
"chr1",26321858,26360052,"-","gene","ENSG00000176092.14","AIM1L","protein_coding","HAVANA"
"chr1",26361633,26374522,"-","gene","ENSG00000176083.17","ZNF683","protein_coding","HAVANA"
"chr1",26410777,26429722,"+","gene","ENSG00000131914.10","LIN28A","protein_coding","HAVANA"
"chr1",26432281,26471294,"+","gene","ENSG00000117682.16","DHDDS","protein_coding","HAVANA"
"chr1",26472449,26475972,"+","gene","ENSG00000198830.10","HMGN2","protein_coding","HAVANA"
"chr1",26529760,26575030,"+","gene","ENSG00000117676.13","RPS6KA1","protein_coding","HAVANA"
"chr1",26696031,26782104,"+","gene","ENSG00000117713.18","ARID1A","protein_coding","HAVANA"
"chr1",26787471,26798398,"+","gene","ENSG00000060642.10","PIGV","protein_coding","HAVANA"
"chr1",26826709,26857602,"+","gene","ENSG00000204160.11","ZDHHC18","protein_coding","HAVANA"
"chr1",26863137,26864457,"+","gene","ENSG00000175793.11","SFN","protein_coding","HAVANA"
"chr1",26876310,26890297,"-","gene","ENSG00000142751.14","GPN2","protein_coding","HAVANA"
"chr1",26890487,26900466,"-","gene","ENSG00000198746.12","GPATCH3","protein_coding","HAVANA"
"chr1",26902281,26946862,"+","gene","ENSG00000090273.13","NUDC","protein_coding","HAVANA"
"chr1",26911488,26913966,"-","gene","ENSG00000131910.4","NR0B2","protein_coding","HAVANA"
"chr1",26949561,26960406,"-","gene","ENSG00000175707.8","KDF1","protein_coding","HAVANA"
"chr1",26993706,27000898,"+","gene","ENSG00000253368.3","TRNP1","protein_coding","HAVANA"
"chr1",27005019,27012836,"-","gene","ENSG00000158246.7","FAM46B","protein_coding","HAVANA"
"chr1",27098814,27166981,"-","gene","ENSG00000090020.10","SLC9A1","protein_coding","HAVANA"
"chr1",27234515,27308633,"+","gene","ENSG00000142784.15","WDTC1","protein_coding","HAVANA"
"chr1",27322144,27336400,"+","gene","ENSG00000186501.14","TMEM222","protein_coding","HAVANA"
"chr1",27342019,27353932,"+","gene","ENSG00000142765.17","SYTL1","protein_coding","HAVANA"
"chr1",27355183,27366892,"-","gene","ENSG00000142733.14","MAP3K6","protein_coding","HAVANA"
"chr1",27369111,27374824,"-","gene","ENSG00000142748.12","FCN3","protein_coding","HAVANA"
"chr1",27379175,27383380,"-","gene","ENSG00000174950.10","CD164L2","protein_coding","HAVANA"
"chr1",27392643,27395814,"+","gene","ENSG00000181773.6","GPR3","protein_coding","HAVANA"
"chr1",27404225,27490158,"-","gene","ENSG00000158195.10","WASF2","protein_coding","HAVANA"
"chr1",27457197,27459582,"+","gene","ENSG00000241169.1","RP4-752I6.1","lincRNA","HAVANA"
"chr1",27534034,27604431,"-","gene","ENSG00000126705.13","AHDC1","protein_coding","HAVANA"
"chr1",27612063,27635277,"-","gene","ENSG00000000938.12","FGR","protein_coding","HAVANA"
"chr1",27660327,27662722,"-","gene","ENSG00000233975.1","RP11-288L9.1","lincRNA","HAVANA"
"chr1",27666060,27672218,"-","gene","ENSG00000126709.14","IFI6","protein_coding","HAVANA"
"chr1",27725978,27763122,"+","gene","ENSG00000009780.15","FAM76A","protein_coding","HAVANA"
"chr1",27773182,27824452,"+","gene","ENSG00000117758.13","STX12","protein_coding","HAVANA"
"chr1",27830777,27851676,"+","gene","ENSG00000117751.17","PPP1R8","protein_coding","HAVANA"
"chr1",27872542,27886685,"+","gene","ENSG00000130775.15","THEMIS2","protein_coding","HAVANA"
"chr1",27891523,27914746,"-","gene","ENSG00000117748.9","RPA2","protein_coding","HAVANA"
"chr1",27934992,27959157,"+","gene","ENSG00000130768.14","SMPDL3B","protein_coding","HAVANA"
"chr1",27959461,27968096,"+","gene","ENSG00000158156.7","XKR8","protein_coding","HAVANA"
"chr1",27970343,28088696,"-","gene","ENSG00000158161.15","EYA3","protein_coding","HAVANA"
"chr1",28147165,28193936,"-","gene","ENSG00000169403.11","PTAFR","protein_coding","HAVANA"
"chr1",28199455,28233025,"-","gene","ENSG00000126698.10","DNAJC8","protein_coding","HAVANA"
"chr1",28236108,28246906,"+","gene","ENSG00000130770.17","ATPIF1","protein_coding","HAVANA"
"chr1",28247143,28247568,"+","gene","ENSG00000271398.1","RP5-1092A3.5","lincRNA","HAVANA"
"chr1",28259526,28282491,"+","gene","ENSG00000130766.4","SESN2","protein_coding","HAVANA"
