"","X","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","M_AVG","F_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE","t_Pvals","t_Padj","FDR","Higher_Met_In"
"312",1859,"cg03759229",-0.0682967653610832,0.55790301471194,-18.7140807293132,3.31537534433397e-73,1.50970493954364e-70,154.410697331356,0.520863035110867,0.589159800471953,0.0682967653610859,6,28601417,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","rs116721800","12",4.86991098266938e-72,2.1731637610871e-69,5.55944765353661e-71,"Female"
"313",1861,"cg09786098",-0.0581683686048292,0.761679575478347,-18.7062332427644,3.77198990572153e-73,1.71578517515374e-70,154.281987836909,0.73013261750516,0.788300986109995,0.0581683686048345,16,3016378,"F","I","KREMEN2","Body","shore","Body-shore","chr16:3016646-3020326","rs150800027","36",5.33719882967808e-72,2.38043285821685e-69,6.31830688867992e-71,"Female"
"314",1863,"cg19114613",-0.0826135275121015,0.544793724201601,-18.6982395221609,4.3016445726351e-73,1.95461141629671e-70,154.150921682721,0.499989210288787,0.58260273780089,0.0826135275121028,21,38381274,"R","II","RIPPLY3","Body","shore","Body-shore","chr21:38377937-38379437","rs568061852","15",1.74180147398397e-71,7.69960840293123e-69,7.19774532273311e-71,"Female"
"315",1870,"cg21043657",-0.0578729215482525,0.500791936138816,-18.6618508604209,7.81930798299523e-73,3.53969200625084e-70,153.554821368272,0.469405210541073,0.527278132089328,0.0578729215482545,12,33590837,"F","II","SYT10","Body","shore","Body-shore","chr12:33591763-33593050","rs115231622","32",2.2085618982273e-72,9.96587656595452e-70,1.30275376071194e-70,"Female"
"316",1889,"cg13565129",-0.0765365750015755,0.569176961181126,-18.5522973279149,4.70161904467427e-72,2.10642663697701e-69,151.765462766874,0.527668213851641,0.604204788853219,0.0765365750015788,6,28601419,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","rs116721800","14",3.52981353937005e-70,1.51987199734901e-67,7.68697915175886e-70,"Female"
"317",1907,"cg15442338",-0.0578680703472966,0.523144398385765,-18.5061703623533,9.98263132822986e-72,4.43131988456587e-69,151.014445342848,0.491760303782088,0.549628374129388,0.0578680703473001,5,115150352,"R","II","CDO1","Body","shore","Body-shore","chr5:115151348-115152713","rs528795974;rs4920894","21;20",4.93021887113861e-70,2.11747522549613e-67,1.60796994542e-69,"Female"
"318",1926,"cg09101205",-0.0572205867713909,0.440674020819694,-18.4450960631082,2.69937739755131e-71,1.18644083733506e-68,150.022242070723,0.409641081623112,0.466861668394505,0.0572205867713927,10,2662314,"F","II","","IGR","opensea","IGR-opensea","","rs556197612;rs148071369;rs535264488","1;13;40",3.94679294460673e-71,1.72932246575948e-68,4.29460987230504e-69,"Female"
"319",1930,"cg21749424",-0.0616836218025178,0.484737567666561,-18.4287045949782,3.5239377648113e-71,1.54564475050848e-68,149.756372372568,0.451284151809953,0.512967773612472,0.0616836218025195,6,166418799,"R","II","","IGR","shelf","IGR-shelf","chr6:166421891-166422241","","",2.90323520802255e-70,1.25262761365998e-67,5.59498985934938e-69,"Female"
"320",1942,"cg08247564",-0.0630575276318541,0.351052810478556,-18.3898876757838,6.62007787124339e-71,2.88570967033912e-68,149.127477631402,0.316854272307246,0.379911799939103,0.0630575276318564,12,51835517,"R","II","SLC4A8","5'UTR","opensea","5'UTR-opensea","","rs146404783;rs527750492","37;20",1.17186160510131e-69,4.98496382680993e-67,1.04043770414062e-68,"Female"
"322",1997,"cg13587180",-0.0554590611808204,0.707372659896763,-18.2252814636296,9.48927089772737e-70,4.02247674920223e-67,146.471821098956,0.677295064216035,0.732754125396858,0.055459061180823,4,42403248,"F","I","SHISA3","Body","shelf","Body-shelf","chr4:42399152-42400802","rs554420222;rs150279161;rs145865455;rs148992190","0;20;29;33",4.48352721379521e-67,1.7936715064289e-64,1.43055825869642e-67,"Female"
"323",2007,"cg08617160",-0.0686386318384113,0.568743803993651,-18.1827300448728,1.88312236203514e-69,7.94273239300984e-67,145.788286843627,0.531518416968382,0.600157048806797,0.0686386318384152,19,345312,"R","I","MIER2","TSS1500","island","TSS1500-island","chr19:345260-345590","rs545132276;rs563323761;rs575283456;rs189611582","36;24;8;7",1.13136906717225e-68,4.68786067963709e-66,2.81974420570967e-67,"Female"
"324",2026,"cg21710255",-0.0506385571831596,0.558607862841348,-18.1363487945632,3.96928455276772e-69,1.65848502836258e-66,145.044623453621,0.531144613078705,0.581783170261868,0.0506385571831629,6,49681742,"F","II","CRISP2","TSS1500","opensea","TSS1500-opensea","","rs184025524;rs535653614;rs554305342","2;42;47",5.35134560198855e-68,2.18420305353527e-65,5.85320576243748e-67,"Female"
"325",2034,"cg04412883",-0.0957417109201301,0.559569179440072,-18.1120763130813,5.86046528522332e-69,2.43904555292188e-66,144.656025359939,0.507644743477338,0.603386454397471,0.0957417109201328,11,287938,"R","I","ATHL1","TSS1500","shore","TSS1500-shore","chr11:289771-290010","rs570474689;rs113623831;rs539420603","45;45;41",2.61137155545612e-67,1.0526600396378e-64,8.59302482114171e-67,"Female"
"326",2048,"cg24790788",-0.0591830683877191,0.389411516003642,-18.0779330329207,1.01315571839467e-68,4.18779110450495e-66,144.110072829075,0.357314247059495,0.416497315447215,0.0591830683877204,3,145879626,"R","II","PLOD2","TSS1500","shore","TSS1500-shore","chr3:145878430-145879287","","",4.16871798896475e-69,1.74871935489217e-66,1.46754471679933e-66,"Female"
"327",2076,"cg04595372",-0.0512419756985756,0.626666281203538,-17.97868906815,4.95203869374032e-68,2.01927488012579e-65,142.527649559359,0.598875774221849,0.650117749920429,0.0512419756985798,6,49681233,"R","II","CRISP2","5'UTR","opensea","5'UTR-opensea","","rs190276319;rs542353293","23;22",1.85859592010668e-67,7.52436247764929e-65,7.00950468811859e-66,"Female"
"328",2081,"cg11793897",-0.0697019724996029,0.630675523502703,-17.9672759974252,5.94081455342729e-68,2.41664399721813e-65,142.346100081159,0.592873445675296,0.662575418174901,0.0697019724996051,4,155666468,"F","II","LRAT","Body","shore","Body-shore","chr4:155664819-155665833","rs56983649","23",3.08190753274337e-67,1.23997414940139e-64,8.37854497935588e-66,"Female"
"329",2200,"cg04896168",-0.0753135911353367,0.489040639994677,-17.5974583706602,2.06461305475298e-65,7.94428380431207e-63,136.511618167117,0.448195164157164,0.523508755292504,0.0753135911353401,1,86968543,"R","II","","IGR","opensea","IGR-opensea","","rs552631731","22",2.74989695927483e-63,1.01299000159104e-60,2.69176310592723e-63,"Female"
"330",2209,"cg10409981",-0.0627249246976802,0.370412847509033,-17.5784051166803,2.78387943297325e-65,1.06682569906692e-62,136.213572363887,0.336394692783878,0.39911961748156,0.062724924697682,8,99984763,"R","I","","IGR","island","IGR-island","chr8:99984584-99985072","rs576206311;rs544808991","50;25",4.10800801538814e-65,1.57567887141387e-62,3.61434139291991e-63,"Female"
"331",2284,"cg15747436",-0.075815297523677,0.556949161918444,-17.3476127515594,1.01956152457382e-63,3.77881909136079e-61,132.623360082063,0.515831591285642,0.591646888809322,0.0758152975236805,11,287949,"R","I","ATHL1","TSS1500","shore","TSS1500-shore","chr11:289771-290010","","",2.15101918250849e-62,7.77824524320648e-60,1.26248384699181e-61,"Female"
"332",2322,"cg20909645",-0.0605972210164082,0.553345722843945,-17.2209976138993,7.23582525120146e-63,2.63793819944996e-60,130.669525355583,0.520481504187867,0.581078725204278,0.0605972210164104,8,99985049,"R","I","","IGR","island","IGR-island","chr8:99984584-99985072","rs549649571","47",1.06859691403447e-62,3.89406743632888e-60,8.75050212894128e-61,"Female"
"334",2340,"cg11885357",-0.0892861505668871,0.535020924909122,-17.1684705662565,1.62605411297617e-62,5.88244532426893e-60,129.862267799739,0.486597589218612,0.575883739785501,0.0892861505668889,3,138152902,"R","I","ESYT3","TSS1500","shore","TSS1500-shore","chr3:138153269-138154621","rs182995066;rs572246862","43;32",8.4552710427343e-62,3.01118275511509e-59,1.9467265270217e-60,"Female"
"335",2341,"cg19817652",-0.0566733048708471,0.71009863378388,-17.164172576118,1.73728532119328e-62,6.28215284900683e-60,129.796300425645,0.679362506747069,0.736035811617918,0.0566733048708497,17,36997420,"F","I","C17orf98","Body","shore","Body-shore","chr17:36997448-36997661","rs61750911;rs7210156","22;41",4.01087446282272e-61,1.39208588884464e-58,2.07829114101888e-60,"Female"
"336",2344,"cg11530334",-0.0533122154660984,0.529134648094341,-17.1584373620499,1.89761351342504e-62,6.85312919891257e-60,129.708294192047,0.500221369948411,0.553533585414513,0.0533122154661012,8,140116248,"F","II","","IGR","opensea","IGR-opensea","","rs538507944","33",3.57647064000579e-59,1.17987710662105e-56,2.26485496646897e-60,"Female"
"337",2355,"cg09214243",-0.0619680101126961,0.606509500555473,-17.1450237669507,2.33254950649203e-62,8.38452996129152e-60,129.502554514652,0.572901849909675,0.634869860022374,0.0619680101126994,15,29968124,"R","I","","IGR","shore","IGR-shore","chr15:29967209-29967621","","",2.37974986773134e-61,8.33821604835075e-59,2.76483681121427e-60,"Female"
"338",2357,"cg06809298",-0.0567000911184853,0.220295250912971,-17.1400245671545,2.51894727764262e-62,9.04686807938847e-60,129.425908493346,0.189544596657179,0.246244687775665,0.0567000911184861,6,75953853,"F","II","COX7A2","TSS1500","opensea","TSS1500-opensea","","","",2.76816693021877e-64,1.03962598680993e-61,2.98122786111121e-60,"Female"
"339",2370,"cg10601026",-0.0519038607766679,0.417317873652495,-17.1081763606281,4.1090866948254e-62,1.4676946819256e-59,128.938036462266,0.389168400771599,0.441072261548269,0.0519038607766699,10,64579140,"F","II","EGR2","TSS1500","shore","TSS1500-shore","chr10:64574660-64578778","rs572080131;rs542597927;rs556141208;rs574376656","1;3;22;39",1.88738811079927e-62,6.83369309545821e-60,4.82275709598714e-60,"Female"
"340",2380,"cg02624701",-0.0551419191678814,0.435697784090406,-17.0888783782866,5.52550804741658e-62,1.9653233818585e-59,128.642765400683,0.405792186799759,0.460934105967642,0.0551419191678829,19,49937176,"F","I","SLC17A7","Body","island","Body-island","chr19:49936818-49937288","rs533858610","48",1.85746827637377e-61,6.54889470104438e-59,6.45105141794551e-60,"Female"
"341",2382,"cg24752487",-0.0550484657552976,0.700081816420071,-17.0870569624088,5.68207077246775e-62,2.01931301281348e-59,128.614910194817,0.670226902532621,0.725275368287919,0.055048465755298,2,38324188,"F","II","","IGR","opensea","IGR-opensea","","rs553196134","0",1.0169031001677e-60,3.48656080625054e-58,6.62885488660592e-60,"Female"
"342",2400,"cg02931604",-0.0605201331827138,0.580435671790709,-17.0551780972853,9.2623737793206e-62,3.26700518282992e-59,128.127761212571,0.547613260850888,0.608133394033606,0.0605201331827178,6,74064298,"R","II","DPPA5","TSS1500","island","TSS1500-island","chr6:74063519-74064471","rs531706949","39",1.98496759525614e-61,6.98097517091405e-59,1.07171600276106e-59,"Female"
"343",2458,"cg12355044",-0.0571813142934976,0.711015468292377,-16.9547186203165,4.29974034458788e-61,1.48080923340991e-58,126.59732088456,0.680003828080779,0.737185142374284,0.0571813142935053,7,112262546,"R","II","LOC101928012","Body","opensea","Body-opensea","","","",3.02221921154549e-58,9.68715665889861e-56,4.80327396566128e-59,"Female"
"344",2468,"cg07187855",-0.0688547530426634,0.610595731219701,-16.9287308161627,6.38869477796622e-61,2.19131972023027e-58,126.202577894241,0.573253133299384,0.642107886342051,0.0688547530426664,6,30854161,"F","I","DDR1","5'UTR","shore","5'UTR-shore","chr6:30852102-30852676","rs575957497","6",5.67236015937496e-60,1.91535035468471e-57,7.10110055642834e-59,"Female"
"345",2478,"cg25472530",-0.0607343123283287,0.633997796203893,-16.9161512348697,7.73714838273283e-61,2.64312916077326e-58,126.01167217404,0.6010592276226,0.661793539950932,0.0607343123283324,5,23507617,"F","I","PRDM9","TSS200","opensea","TSS200-opensea","","rs1994929;rs567226576","14;16",1.20321039132165e-59,4.01793005953757e-57,8.55095321404974e-59,"Female"
"346",2483,"cg25716013",-0.0705540627197743,0.503147415324466,-16.9051842919146,9.14214767014725e-61,3.11680961424731e-58,125.845331434522,0.464883215986523,0.535437278706299,0.0705540627197764,6,75954053,"R","II","COX7A2","TSS1500","opensea","TSS1500-opensea","","rs143285442;rs531855486","48;5",1.35021298070255e-60,4.61439783231031e-58,1.00822045875364e-58,"Female"
"347",2490,"cg23371413",-0.0571616055131462,0.631816810137191,-16.8901433410431,1.14914711207226e-60,3.9067448223002e-58,125.617337508754,0.6008158587601,0.657977464273249,0.0571616055131491,19,57742394,"R","II","AURKC","5'UTR","island","5'UTR-island","chr19:57741955-57742457","rs554562903;rs567921338;rs533889458","48;23;12",4.68741529900981e-60,1.58466647810051e-57,1.26193256908315e-58,"Female"
"348",2536,"cg02802029",-0.0548131990648613,0.387900567029773,-16.7983898245361,4.62156564031957e-60,1.54268990951902e-57,124.230010313451,0.358173247375644,0.412986446440507,0.0548131990648629,3,145879686,"R","II","PLOD2","TSS1500","shore","TSS1500-shore","chr3:145878430-145879287","","",1.67904226719191e-60,5.73355343747517e-58,4.95941582237417e-58,"Female"
"349",2545,"cg14997592",-0.0538932731147849,0.591017845109697,-16.7727877021081,6.80732192476572e-60,2.26426506000725e-57,123.843974949138,0.56178943690833,0.615682710023118,0.0538932731147879,6,49681178,"F","II","CRISP2","5'UTR","opensea","5'UTR-opensea","","rs556721491;rs190276319;rs542353293","1;34;35",4.04803937427514e-59,1.33388806353815e-56,7.27479238701839e-58,"Female"
"350",2573,"cg02400092",-0.0551144059610812,0.335850794418257,-16.7208617064472,1.49097348585778e-59,4.90533753660625e-57,123.062461895673,0.305960118604686,0.361074524565769,0.0551144059610826,11,130185384,"F","I","ZBTB44","TSS1500","shore","TSS1500-shore","chr11:130183948-130184668","rs537284409;rs557253455;rs150742452;rs542910168","29;30;36;44",1.19162722207992e-58,3.86046632574344e-56,1.56640988455362e-57,"Female"
"351",2585,"cg08570243",-0.06999285618558,0.207735197496419,-16.69355550133,2.25003750513293e-59,7.36831140795994e-57,122.652264593734,0.169775362186094,0.239768218371675,0.0699928561855809,2,110969853,"R","II","NCRNA00116","Body","island","Body-island","chr2:110969852-110970222","rs115993184","44",9.38329039995375e-60,3.14581035217428e-57,2.34641587456032e-57,"Female"
"353",2602,"cg24578493",-0.0501862662382863,0.424963865337994,-16.6641036998677,3.50504464696575e-59,1.14031549180761e-56,122.210435664884,0.397745910462793,0.447932176701082,0.0501862662382887,22,38244746,"R","II","EIF3L","TSS1500","shore","TSS1500-shore","chr22:38245341-38245681","rs553202617","15",9.49368243896814e-59,3.0886320289326e-56,3.62837548461032e-57,"Female"
"354",2608,"cg19251564",-0.0520025390739234,0.523415729843181,-16.6548413701797,4.02882752353208e-59,1.30770520003947e-56,122.071613169846,0.495212739901877,0.547215278975805,0.0520025390739274,6,166418922,"R","II","","IGR","shelf","IGR-shelf","chr6:166421891-166422241","rs182930381","40",1.1493858094965e-58,3.72932741898202e-56,4.15949654387643e-57,"Female"
"355",2627,"cg20084219",-0.0664589281567022,0.634508647811657,-16.5808510857948,1.22291243234479e-58,3.94070613234034e-56,120.964872598423,0.598465398468605,0.664924326625311,0.0664589281567055,17,36997449,"R","II","C17orf98","1stExon","island","1stExon-island","chr17:36997448-36997661","rs61750911","9",4.91657717630739e-57,1.52509917956001e-54,1.25175607560734e-56,"Female"
"356",2697,"cg01667892",-0.0573469142185056,0.628814397913579,-16.4626828230861,7.14491667265612e-58,2.24261635019906e-55,119.205509571831,0.597712946452332,0.65505986067084,0.0573469142185077,5,23507656,"F","II","PRDM9","TSS200","opensea","TSS200-opensea","","rs536166302;rs556137078","44;45",2.53688321656342e-56,7.73048952892338e-54,7.05755961257441e-56,"Female"
"357",2731,"cg26025960",-0.0535255285621249,0.674991987542423,-16.4176431365291,1.39649163599021e-57,4.32867919873064e-55,118.537589416122,0.645963021447236,0.699488550009366,0.0535255285621299,10,132889402,"R","II","","IGR","opensea","IGR-opensea","","rs578179272;rs543917931","38;29",5.31941884217521e-56,1.60306528890519e-53,1.35527767658305e-55,"Female"
"358",2734,"cg27282281",-0.0569680664316624,0.662196446638917,-16.4138888215983,1.47662292749879e-57,4.57203829720212e-55,118.4819808636,0.63130045899755,0.688268525429216,0.0569680664316657,7,112262583,"R","II","","IGR","opensea","IGR-opensea","","rs567968436;rs535301492","10;6",5.07647020409007e-55,1.49058230543772e-52,1.43214900022584e-55,"Female"
"359",2739,"cg12440062",-0.0598777134103594,0.627126922833956,-16.4021895382751,1.75691733167184e-57,5.42997783993737e-55,118.308757790214,0.594652921004547,0.654530634414908,0.0598777134103616,6,49681391,"F","I","CRISP2","TSS200","opensea","TSS200-opensea","","rs529073522","16",1.61397871817738e-56,4.95564057471045e-54,1.69975457587128e-55,"Female"
"360",2789,"cg22762992",-0.0646069566125268,0.623043629256187,-16.2666059344411,1.30731041560776e-56,3.96797538526901e-54,116.308525028497,0.588004775770763,0.652611732383293,0.0646069566125298,2,118616377,"R","II","","IGR","shore","IGR-shore","chr2:118616575-118618163","","",1.60437088676749e-55,4.7670651322537e-53,1.23252305230566e-54,"Female"
"361",2809,"cg13713218",-0.0549489464347311,0.707968718566564,-16.2152705495575,2.78540965651611e-56,8.39413790908861e-54,115.554683004198,0.678167777859016,0.73311672429375,0.0549489464347337,9,100000033,"R","I","KIAA1529","TSS1500","shore","TSS1500-shore","chr9:100000463-100000820","","",6.6060744014306e-56,1.98515936120775e-53,2.59923582118094e-54,"Female"
"362",2831,"cg14482569",-0.0562069682782608,0.348774455752463,-16.178301327081,4.79679291410467e-56,1.43433257789708e-53,115.012996063589,0.318291241101551,0.374498209379813,0.0562069682782629,11,130185651,"F","I","ZBTB44","TSS1500","shore","TSS1500-shore","chr11:130183948-130184668","","",7.56213787860333e-56,2.26843502601309e-53,4.42827830033499e-54,"Female"
"363",2880,"cg07059402",-0.0525400396466977,0.529367346925975,-16.0774204225618,2.10335479801511e-55,6.18242435305605e-53,113.539945613541,0.500872849617584,0.553412889264284,0.0525400396466996,22,38244781,"R","I","MIR659","TSS1500","shore","TSS1500-shore","chr22:38245341-38245681","rs553202617;rs140032270;rs545172466","50;35;8",8.94760552970266e-55,2.60019013931359e-52,1.89445896940945e-53,"Female"
"364",2918,"cg11245928",-0.0510062455374093,0.44149484535056,-16.0140270105282,5.30479861239672e-55,1.53894243857502e-52,112.618107651751,0.41383218396031,0.464838429497722,0.0510062455374116,22,38244767,"R","II","EIF3L","TSS1500","shore","TSS1500-shore","chr22:38245341-38245681","rs553202617;rs140032270","36;21",1.38439177609225e-54,4.00109074589601e-52,4.69890769501277e-53,"Female"
"365",2989,"cg13854012",-0.0716403960546637,0.684649118051905,-15.8742908255908,4.03394777985e-54,1.14246556588891e-51,110.596593089357,0.645795758094839,0.717436154149503,0.0716403960546647,2,162103682,"R","II","","IGR","shelf","IGR-shelf","chr2:162101439-162101650","rs566312641;rs527317956;rs548986239","51;40;1",4.18918207267218e-52,1.13045552301711e-49,3.46450964247537e-52,"Female"
"366",3050,"cg03288922",-0.0577948590035203,0.6224839824539,-15.7599175050071,2.10005152710653e-53,5.82866202911738e-51,108.952752280584,0.591139593195942,0.648934452199463,0.0577948590035214,2,118616237,"R","II","","IGR","shore","IGR-shore","chr2:118616575-118618163","rs75193414;rs546406503","40;5",2.97031173889901e-52,8.05135191850145e-50,1.7560140066023e-51,"Female"
"367",3083,"cg02444433",-0.0533587599585281,0.63477260195686,-15.6772510823745,6.87837433852616e-53,1.88864809606623e-50,107.770676424659,0.605834080930962,0.659192840889494,0.0533587599585321,5,23507469,"R","I","PRDM9","TSS1500","opensea","TSS1500-opensea","","rs551534186","46",8.14002698306086e-53,2.2459974125755e-50,5.67815103954102e-51,"Female"
"369",3153,"cg04828267",-0.0552938674278283,0.352433869969228,-15.5605704494344,3.63918282714245e-52,9.77054222765973e-50,106.110899301349,0.322445865255345,0.377739732683175,0.05529386742783,5,8457538,"F","II","MIR4458HG","TSS1500","island","TSS1500-island","chr5:8457432-8458273","rs532068219","21",1.19553446158774e-51,3.1805387147286e-49,2.91280943831457e-50,"Female"
"370",3165,"cg24853438",-0.054129602570524,0.73487889679663,-15.5363956369925,5.1328437960851e-52,1.37285002489521e-49,105.768287781024,0.70552231798318,0.759651920553704,0.0541296025705247,5,77139492,"F","II","","IGR","shore","IGR-shore","chr5:77140542-77140914","rs537754122;rs557406995;rs574270126","0;29;35",3.29206912158706e-50,8.37383482275613e-48,4.08727035368463e-50,"Female"
"371",3177,"cg18371052",-0.054122089782819,0.564281773907457,-15.5188023331506,6.59070918323825e-52,1.75611800752987e-49,105.519226559897,0.534929269569596,0.589051359352417,0.0541220897828211,5,8457721,"F","I","","IGR","island","IGR-island","chr5:8457432-8458273","rs562069644;rs146206614","11;43",3.88893718169365e-50,9.85946322209899e-48,5.21872585698556e-50,"Female"
"372",3289,"cg23522872",-0.0589900509460558,0.396901718223785,-15.3292433086714,9.60265342217326e-51,2.47153146333182e-48,102.850480587522,0.364909130109895,0.423899181055953,0.0589900509460574,5,8458392,"F","II","","IGR","shore","IGR-shore","chr5:8457432-8458273","rs535236038","42",1.56221233614204e-50,4.01350128506211e-48,7.27711477837101e-49,"Female"
"373",3394,"cg10597099",-0.0666086705099317,0.372968211282161,-15.170134810279,8.91069383764906e-50,2.22248299337896e-47,100.63138928865,0.336843750864476,0.403452421374409,0.0666086705099336,5,110062725,"R","II","TMEM232","TSS1500","opensea","TSS1500-opensea","","rs537477049;rs141860290","40;6",4.16020853210486e-50,1.05440485246198e-47,6.50204284644018e-48,"Female"
"374",3511,"cg03441844",-0.0570422750308102,0.342872968890884,-15.0260412369616,6.5912071500245e-49,1.58917927948168e-46,98.6383091357168,0.311936735053609,0.368979010084421,0.0570422750308125,1,161368947,"F","II","","IGR","island","IGR-island","chr1:161368863-161369932","rs115800677","51",1.14172527339678e-48,2.75433657341597e-46,4.59366904776258e-47,"Female"
"375",3512,"cg05598727",-0.0564812057043247,0.376319318936775,-15.0248474766312,6.70094727238422e-49,1.61517824255709e-46,98.6218633547341,0.345687374714066,0.402168580418392,0.0564812057043262,5,8457548,"F","II","","IGR","island","IGR-island","chr5:8457432-8458273","rs532068219","11",1.35779952627918e-48,3.266293061621e-46,4.66805603661407e-47,"Female"
"376",3574,"cg09973514",-0.0540593971798679,0.441467403768901,-14.9359311546177,2.28538076814378e-48,5.41305927249966e-46,97.3999753808147,0.412148900056431,0.466208297236301,0.0540593971798698,11,58830424,"F","I","","IGR","island","IGR-island","chr11:58830063-58830739","rs36023624","6",2.65101920561316e-48,6.31087944598782e-46,1.555762187268e-46,"Female"
"377",3635,"cg05915609",-0.0532789728126424,0.621679575714605,-14.8570762972283,6.74996626498299e-48,1.57193994292495e-45,96.321420321287,0.592784326346455,0.646063299159103,0.0532789728126479,16,2904455,"R","II","PRSS22","Body","shore","Body-shore","chr16:2902829-2903362","rs113026633","9",1.26850937522715e-47,2.95330682575747e-45,4.49837451370828e-46,"Female"
"378",3695,"cg22022881",-0.0637677429926241,0.573402646424596,-14.764640514672,2.38794889092496e-47,5.47078121513524e-45,95.0631934814038,0.538818930970934,0.602586673963561,0.0637677429926268,2,105853494,"R","II","","IGR","island","IGR-island","chr2:105853493-105853797","rs185152526;rs537098512","28;16",5.75706523049707e-46,1.26158118822575e-43,1.55993238487609e-45,"Female"
"379",3703,"cg23026554",-0.0664774648446493,0.300442118136353,-14.7539264666481,2.76339420026172e-47,6.31724749821268e-45,94.9177804943133,0.264388815629879,0.33086628047453,0.0664774648446511,10,42862978,"R","I","LOC441666","Body","island","Body-island","chr10:42862953-42863216","rs534431838;rs147257813","26;9",9.52383538746309e-48,2.2271120728457e-45,1.79989230129295e-45,"Female"
"381",3789,"cg26423185",-0.0537180832257507,0.322013545866523,-14.6344937041383,1.39891483352207e-46,3.12539873744418e-44,93.302818909894,0.292880149923525,0.346598233149276,0.0537180832257518,5,8457356,"F","II","MIR4458HG","TSS1500","shore","TSS1500-shore","chr5:8457432-8458273","rs148222718;rs192171104","20;22",1.20237363586634e-46,2.70701313126191e-44,8.84449094135339e-45,"Female"
"382",3799,"cg27119456",-0.0721027699187625,0.343500119492841,-14.6241336463365,1.60940304076968e-46,3.58619818447346e-44,93.1632509331776,0.304395996290931,0.376498766209694,0.0721027699187635,10,42863173,"R","I","LOC441666","Body","island","Body-island","chr10:42862953-42863216","rs556828559","27",9.80503585666664e-47,2.21515568948306e-44,1.01546072882826e-44,"Female"
"383",3880,"cg00963378",-0.0773161881780294,0.302001432319673,-14.5100551678209,7.49188507502569e-46,1.63454974983659e-43,91.631920944352,0.260069870586023,0.337386058764053,0.0773161881780306,13,20716638,"R","I","GJA3","Body","island","Body-island","chr13:20716137-20717372","","",2.38819345545738e-46,5.30758910079849e-44,4.60358104740736e-44,"Female"
"384",3895,"cg10517650",-0.0528828882714407,0.337519999068058,-14.4877775560463,1.01045463190269e-45,2.19607981094265e-43,91.334057948174,0.308839561678908,0.361722449950351,0.0528828882714426,3,113235015,"F","II","CCDC52","TSS1500","shore","TSS1500-shore","chr3:113233663-113234094","","",6.93576508867703e-46,1.51556135006767e-43,6.17478844284087e-44,"Female"
"385",4096,"cg25438517",-0.0666746487449897,0.675314453669958,-14.2596422961375,2.11551398553793e-44,4.37214659565315e-42,88.3060585353289,0.639154210701405,0.705828859446396,0.0666746487449911,5,77146796,"F","II","","IGR","shore","IGR-shore","chr5:77146998-77147785","rs553080361","42",1.25574583252969e-42,2.45443945830185e-40,1.21484016511228e-42,"Female"
"386",4142,"cg10185505",-0.0681876091660758,0.721581475424581,-14.1959019226461,4.91280951498415e-44,1.00405752029284e-41,87.4673269258614,0.684600695453461,0.752788304619541,0.0681876091660799,1,150335496,"R","II","RPRD2","TSS1500","shore","TSS1500-shore","chr1:150336831-150337289","rs193072591;rs587732732;rs144806132","45;42;9",8.27228166325425e-43,1.62815082316275e-40,2.78514507436184e-42,"Female"
"387",4190,"cg27422857",-0.053945860222015,0.638701928066681,-14.1436076814492,9.78377897335032e-44,1.97665726201848e-41,86.7815946635252,0.609444999841433,0.663390860063451,0.0539458602220174,2,105853526,"R","II","","IGR","island","IGR-island","chr2:105853493-105853797","rs537098512;rs148661743;rs142190827","48;32;15",1.05643954926348e-42,2.07013976055826e-40,5.46476845835932e-42,"Female"
"388",4274,"cg27152890",-0.0749586129422018,0.402269563618754,-14.043893783958,3.61740422166555e-43,7.16475403354466e-41,85.4800216274231,0.36161660619647,0.436575219138674,0.0749586129422036,19,45900241,"R","I","PPP1R13L","Body","island","Body-island","chr19:45898879-45900315","rs560517368;rs574069683","49;22",9.6342602711163e-43,1.89050136937556e-40,1.96950663650696e-41,"Female"
"389",4382,"cg10404112",-0.0560599351495403,0.381759280817839,-13.8993715042424,2.37390449111938e-42,4.58595333531686e-40,83.6075128578653,0.351355807924236,0.407415743073778,0.056059935149542,9,571255,"F","II","KANK1","5'UTR","opensea","5'UTR-opensea","","rs7030137;rs114037112;rs527605501;rs374327270;rs7026359","11;30;37;37;50",9.71908735760832e-43,1.90670474790838e-40,1.25208947544849e-40,"Female"
"390",4549,"cg15410835",-0.0515296656765433,0.452930981096484,-13.7287876258848,2.14124654208671e-41,3.98464376027009e-39,81.4186789939756,0.424984448703357,0.476514114379903,0.0515296656765457,8,143125637,"F","II","","IGR","opensea","IGR-opensea","","rs149633933;rs186923446","1;44",1.3240504511617e-41,2.50187312515347e-39,1.08161509616831e-39,"Female"
